Iteration,Alpha
240,"0.21350270267509588,0.1932206419353169,0.16311846834556004,0.15156117179993106,0.1404403120804502,0.13815670316364587"
241,"0.21392083909653875,0.19316929600837057,0.1629624978596008,0.15147899863118477,0.14036394915353828,0.1381044192507668"
242,"0.21372037711221137,0.1930153881675717,0.16315686632662055,0.15160838183480776,0.14038835090850663,0.13811063565028187"
243,"0.21375520875737059,0.1930488210819705,0.16314388305534547,0.15164989804949613,0.1403517920004258,0.1380503970553915"
244,"0.21363965838991408,0.1927075705263975,0.16338741340880825,0.15183950729824863,0.14039786719643185,0.1380279831801997"
245,"0.21412552097425952,0.19274168847256817,0.16309030580923364,0.15177049166181616,0.14031804228898473,0.13795395079313794"
246,"0.2143702160821126,0.19242724891936816,0.16306913810264018,0.15191416044812922,0.14031515334094977,0.13790408310680013"
247,"0.21425170821248962,0.19278089749708527,0.16304600886920492,0.1517354674761201,0.14024907582818455,0.13793684211691545"
248,"0.21402319550004573,0.19279281950585145,0.1630676287206703,0.15188967905376607,0.14029650269421512,0.13793017452545137"
249,"0.21432926521424825,0.19300173707473264,0.1631099112854116,0.1517406220238146,0.14008708788190682,0.13773137651988604"
250,"0.21408196962117057,0.19310082245326168,0.16303769346043925,0.15187171929426513,0.1401183827809715,0.1377894123898918"
251,"0.21407246788301432,0.19277992661040488,0.1628992501787937,0.15211558500858413,0.14026524697405485,0.13786752334514815"
252,"0.21405475584161893,0.19277630761054929,0.16304815430621108,0.152093669483665,0.14014066263071964,0.13788645012723616"
253,"0.2143677982586714,0.1932150846779269,0.16306960716747493,0.15175227769415273,0.13991690539532792,0.13767832680644618"
254,"0.21507675696114417,0.19334822452821368,0.1630042368483682,0.15170492472119862,0.13965061018813105,0.13721524675294422"
255,"0.21528353112308038,0.19357570371995483,0.1629801111024203,0.15171764097421905,0.13955409815151318,0.13688891492881222"
256,"0.21533358640832012,0.1939623413301178,0.1633106746414744,0.1516507293475611,0.1392608715237254,0.13648179674880123"
257,"0.21580286143841954,0.19412300702867583,0.16308903709618594,0.15139342935790973,0.13915971889144202,0.13643194618736695"
258,"0.21564714953797007,0.19367241475991548,0.16306006855924432,0.1517241186310582,0.13934101740629,0.1365552311055219"
259,"0.21617287625624954,0.19426817466508114,0.16272199113678745,0.1514743636252755,0.13903348277180938,0.136329111544797"
260,"0.21623545695108076,0.19448510022480167,0.16265736373072748,0.15150399231610434,0.13891027213896157,0.13620781463832415"
261,"0.2162727484092324,0.19447321277761795,0.16270440713346082,0.15134944057697142,0.13896602454699641,0.13623416655572088"
262,"0.2165516683015801,0.19481314234068722,0.16275242020113267,0.15125447494576125,0.13860489269661352,0.1360234015142253"
263,"0.2160937862756369,0.19451100663313306,0.1629269137472476,0.1515296432439374,0.13874814256753112,0.13619050753251383"
264,"0.2162184265824615,0.194562318552919,0.16281698928272492,0.15156838919688592,0.1386726394535765,0.13616123693143217"
265,"0.21658511046207896,0.194961212357682,0.16298718318948552,0.15142899988475853,0.1383242526394649,0.13571324146653002"
266,"0.21689920985691286,0.1950149331537785,0.16300144767005859,0.15129269825101505,0.1381450006320786,0.1356467104361564"
267,"0.21717181088756385,0.19496201845024425,0.16301379787062853,0.15120717827336091,0.13804529617546396,0.13559989834273853"
268,"0.21703893065074592,0.19485832136686215,0.16302963817740126,0.1513417009378838,0.13810309820049352,0.13562831066661332"
269,"0.21730520203181122,0.19504875106128006,0.16288165296958776,0.15111772432717493,0.13796714085822537,0.1356795287519206"
270,"0.2170118963854735,0.19511881567497882,0.16296308198882462,0.15123967957729545,0.13798097064150436,0.13568555573192337"
271,"0.21694996861018778,0.19516086806758476,0.16302197722577114,0.15106443314550638,0.13794642549047859,0.13585632746047138"
272,"0.2171544823673374,0.19527890410177123,0.1630313292956787,0.15119043754924563,0.13782525445724572,0.13551959222872134"
273,"0.21703106925091892,0.19507872468648937,0.1630333723676334,0.1513410506442216,0.13791617229616285,0.13559961075457405"
274,"0.21751435739980193,0.19486797820937693,0.16313335416680633,0.15133884808094905,0.13780848143179625,0.13533698071126948"
275,"0.21812418520605636,0.19528956216805282,0.16298799746913015,0.151054146947079,0.13749409639539462,0.13505001181428702"
276,"0.21799919804599363,0.1955035388289468,0.16322933599644882,0.1510384511008715,0.13747990843055896,0.13474956759718026"
277,"0.21851830758978608,0.19563089853876872,0.16318684071556988,0.15074532069751043,0.13731214974884703,0.13460648270951792"
278,"0.21873426804251334,0.1958818856498167,0.1631740181817806,0.1505805763686343,0.1371316126319299,0.13449763912532522"
279,"0.21854002913734785,0.1959638889907672,0.16309878726771537,0.15054024802486038,0.13720870986257724,0.13464833671673196"
280,"0.21836490890060706,0.19581108316685833,0.16317618137296655,0.15066030813699077,0.13727975779305895,0.13470776062951814"
281,"0.21872728437881295,0.19630289754609595,0.16328183331644625,0.15049602864452738,0.1369092493202245,0.13428270679389304"
282,"0.21845739137319212,0.19617308817675858,0.1634297057983717,0.15073114138495708,0.13701200702918104,0.13419666623753948"
283,"0.21856601453784252,0.19613014994147432,0.16357885358288424,0.1508097009869214,0.13696341098547624,0.13395186996540126"
284,"0.2190193852450451,0.19629150588784725,0.16333619753366757,0.1506465950065934,0.13688918566699315,0.1338171306598535"
285,"0.21928244511742817,0.19630250670137414,0.16338859188305016,0.1506013179296411,0.136751326548395,0.13367381182011143"
286,"0.22015808342635712,0.19673670145635233,0.16320977729232217,0.1502990784229923,0.1363394756188241,0.13325688378315187"
287,"0.22004140440534165,0.19683766800590605,0.16324136572295966,0.1503292219046115,0.13633782161528807,0.13321251834589307"
288,"0.22067563078851674,0.19711617479208973,0.16311421615146357,0.15007400552291067,0.13610130539577037,0.132918667349249"
289,"0.2207260043871376,0.19754592770947954,0.16300339340073378,0.14999850830215064,0.13595924750717805,0.13276691869332033"
290,"0.22081357369799484,0.19772672856545145,0.16298791583547212,0.149880431346443,0.13579477712703072,0.1327965734276079"
291,"0.2209023016354551,0.19749872425428774,0.16314939783390348,0.14995715298534487,0.13580813142549591,0.1326842918655128"
292,"0.22097095333891414,0.19731610014703124,0.1630964142340817,0.15000422384729745,0.13589437621743014,0.13271793221524533"
293,"0.22051921734160346,0.19702621715046612,0.16335802277533806,0.15022451871737155,0.13607125287227695,0.1328007711429438"
294,"0.22043251047045292,0.19704106331674462,0.1634973910450121,0.1502504123151939,0.13609049404193166,0.13268812881066486"
295,"0.2206485755495391,0.19690512740290494,0.16344020213334176,0.1502521078199535,0.13609911471281827,0.13265487238144244"
296,"0.22101975235285376,0.1971455749505273,0.1633700588738269,0.15010122613482044,0.13589703126408048,0.13246635642389107"
297,"0.2210522095372638,0.197208689656601,0.16334193412434944,0.1499447642877848,0.135933709346121,0.13251869304788003"
298,"0.22075744518149307,0.19706429436749748,0.16349824614185463,0.1500166679409003,0.13604362969489295,0.13261971667336148"
299,"0.22100191011754317,0.19728560482033064,0.16338841020591696,0.14993060947115286,0.1359233934891933,0.13247007189586305"
300,"0.22123075503604853,0.1974657024912494,0.1633357351705861,0.1497158376493531,0.13574978125994558,0.1325021883928173"
301,"0.2215495718555728,0.19754122785324454,0.16328991843035212,0.14957017270100664,0.13563004264922682,0.13241906651059707"
302,"0.2219066106387236,0.1977286899092682,0.1631400149608652,0.14940504263700816,0.1355267030374584,0.13229293881667653"
303,"0.22173125769071095,0.19737328235781368,0.16302338824340148,0.1495523537391452,0.13575859753825004,0.13256112043067858"
304,"0.22204781665032966,0.19735411807740527,0.16289829484583004,0.14959053352351975,0.1356870324408258,0.13242220446208935"
305,"0.2216158353435834,0.1969198184154401,0.1630290673985741,0.1498250278371453,0.1359237816142825,0.13268646939097464"
306,"0.22236121419112406,0.19715395366511493,0.16285197709762844,0.14960428400789266,0.13563113819342326,0.1323974328448166"
307,"0.22292782701494382,0.19735366231843932,0.16273820766124708,0.14939459313284426,0.13540545452302055,0.1321802553495049"
308,"0.22308706152964458,0.1981349392265554,0.1627399229717628,0.14912307796964183,0.1350693985758693,0.13184559972652607"
309,"0.22363885087674232,0.19833315066568655,0.16269684993612338,0.1489597029139931,0.13480275682372742,0.13156868878372727"
310,"0.22399874718314194,0.1988293909055531,0.16292185313098118,0.14870470045838824,0.13440088829417327,0.13114442002776233"
311,"0.224572699752664,0.19942751408983675,0.16281247682251326,0.1483858245022516,0.13402890248184487,0.1307725823508896"
312,"0.22492771549727275,0.1997694092181329,0.1625458628273865,0.1484729800179152,0.13380122587708562,0.130482806562207"
313,"0.2248927484463582,0.1998156382041008,0.16259933764637435,0.14848176215217274,0.13382771712161362,0.13038279642938025"
314,"0.2252937196423931,0.20001021668617705,0.16252352105270124,0.14828983687092528,0.1336574382105559,0.1302252675372475"
315,"0.22542704234881975,0.2002588079335478,0.16255206338475514,0.1481343019736509,0.13352333288830873,0.1301044514709177"
316,"0.22548196370400203,0.20029590566430655,0.1625020480573598,0.148162240435882,0.13352214667695245,0.13003569546149712"
317,"0.22611487486248613,0.20060823146493853,0.16249046732392933,0.14797266281136437,0.133133005412543,0.12968075812473862"
318,"0.22610912383521925,0.20076375919397593,0.16274857772860785,0.1478935616840121,0.13297846802077393,0.12950650953741097"
319,"0.2259884834910839,0.20068528243857747,0.16294654816451462,0.1479807166326803,0.1329582219309787,0.12944074734216487"
320,"0.22592126936518506,0.20057305899062727,0.16290475521594336,0.14806772366148122,0.13305288525415315,0.12948030751260994"
321,"0.22592341149473336,0.20055000048605776,0.1630199008512642,0.14794010826832812,0.13313048450392942,0.12943609439568726"
322,"0.22621602175469194,0.20079046015454285,0.16319181527575477,0.14774094554634476,0.13285897559593463,0.12920178167273103"
323,"0.22570814911944864,0.2007142024659941,0.1633011572406348,0.14787629362974236,0.13302772992060247,0.1293724676235775"
324,"0.22642168731758872,0.20059442863004018,0.16335957203751264,0.14773080467670724,0.1327706393574818,0.12912286798066938"
325,"0.22665743447510903,0.20081118967682732,0.16328313763722652,0.1476784852713123,0.13260937675481002,0.12896037618471487"
326,"0.2272407361500046,0.2011122028124969,0.16319095051473226,0.14749658679695632,0.13231106884004906,0.1286484548857608"
327,"0.22734686309634364,0.20114312101570583,0.16300905960749013,0.1474463222725406,0.13229035506849088,0.12876427893942902"
328,"0.22779645182472424,0.201405976955201,0.16282521553291093,0.14741287350134336,0.13196948435755718,0.1285899978282633"
329,"0.2275891968565669,0.2014693086166957,0.16292196341616155,0.1475524459693707,0.13196080426114223,0.12850628088006297"
330,"0.22767688766920272,0.20184495216656154,0.1631409322322793,0.14736462579696621,0.13165089108255712,0.12832171105243312"
331,"0.2285138663528726,0.20188756080050707,0.16283043955441162,0.14714029101031298,0.13149870396242597,0.12812913831946982"
332,"0.22856685938932453,0.2017714535072496,0.16276407375726726,0.14718520737588806,0.1315261858002394,0.12818622017003117"
333,"0.2290514436360145,0.20164988077529297,0.1626762409679126,0.14707656282757017,0.1314809257542783,0.1280649460389315"
334,"0.22851424077794125,0.20175410865305823,0.16271213822926342,0.1471174579907871,0.13169744546029385,0.12820460888865617"
335,"0.2296180093173993,0.20209762659184674,0.16240928658443404,0.14684141757245908,0.1312596144679129,0.12777404546594795"
336,"0.22984963152904933,0.20210747869422802,0.16219928445807175,0.14680920325878888,0.13122831975907673,0.1278060823007852"
337,"0.22999091690789772,0.20226662335386764,0.16197213547050623,0.1469033727058644,0.13116230736223594,0.12770464419962804"
338,"0.23013036228742234,0.20218954108526546,0.16196795221570096,0.14693741879081298,0.1311637429650823,0.12761098265571597"
339,"0.2301561614430438,0.20236118483808355,0.16192641034558164,0.14690910015589534,0.13109920374475942,0.1275479394726363"
340,"0.2303456175115972,0.2023608611390613,0.16206324093250457,0.14686217589291836,0.13098042857068673,0.12738767595323192"
341,"0.22986238308809523,0.20244803301396164,0.1622459220455818,0.1469249046198497,0.1311037829387785,0.12741497429373316"
342,"0.2296739801541006,0.20261798505379056,0.1624874988713551,0.14704734056142774,0.13093008660766656,0.1272431087516594"
343,"0.23013315715671484,0.20291518199933328,0.16229394550930118,0.1469675107110497,0.13067990626870954,0.12701029835489144"
344,"0.22993908973802304,0.20293517265382008,0.16240149209037563,0.14696113215654324,0.13069048471402647,0.1270726286472115"
345,"0.22997973094248242,0.2029732297580017,0.16239061976588437,0.14695980003972467,0.13070414762290716,0.12699247187099974"
346,"0.23068339038905475,0.2032566250268909,0.16234792756289654,0.14683124197174452,0.13030069771870767,0.12658011733070568"
347,"0.23013641989133043,0.20309346304746057,0.16241445737364746,0.14697295429701426,0.13052278146317398,0.12685992392737316"
348,"0.23008317238494902,0.20323374010295978,0.1625445788392628,0.14695304828047848,0.1305013095284426,0.12668415086390725"
349,"0.23006212688986616,0.20307203622017747,0.16249755946051195,0.1470546191201981,0.13057673200042452,0.1267369263088219"
350,"0.23028270077114116,0.20321434429408783,0.1624255399217054,0.14693183696559084,0.13045044590945767,0.12669513213801717"
351,"0.23065649536198918,0.20352819500959934,0.16241219545623417,0.14692420451899926,0.13013250553677888,0.1263464041163992"
352,"0.23069223141287373,0.20358433506405058,0.1624926890945215,0.14692577469661536,0.1300463581974173,0.12625861153452161"
353,"0.2309382201562686,0.20383431065050375,0.1624215597964189,0.14683700778541856,0.1298948278527776,0.12607407375861268"
354,"0.23130857587578635,0.20412168777781164,0.16233764572610956,0.14671775863906053,0.12965901471531388,0.12585531726591803"
355,"0.23078685777100616,0.2039450198830537,0.16242850273086254,0.1467409584006587,0.1299717860067496,0.12612687520766933"
356,"0.23050609395102506,0.20406119466393607,0.16235581806392274,0.14676536554690311,0.130087251162366,0.126224276611847"
357,"0.23070831001521924,0.20443888830455043,0.1624279125969437,0.1468083369021784,0.1297149225352288,0.12590162964587948"
358,"0.23074437133014458,0.20448358952985188,0.16252521881258608,0.14683209219748625,0.12960823127499607,0.12580649685493514"
359,"0.2309640448490198,0.2050253515783664,0.16273938988722408,0.14695893918579747,0.12902958208187593,0.12528269241771647"
360,"0.23128169090047937,0.20552352097307955,0.16265005247104186,0.1468720186572257,0.12869555247132716,0.12497716452684639"
